customer_id,customer_name,address,phone,customer_type,created_at
481,Julie Pearson,"542 Mark Island Suite 949, Perryfort, WY 49249",(269)812-4937x320,residential,2023-08-28
482,Sherry Phillips,"99689 Andersen Divide Suite 906, Arnoldburgh, WI 32920",001-217-631-9402x83149,commercial,2025-02-20
483,Phillips-Burns,"495 Ortiz Fords, West Javier, AZ 38246",4239561847,residential,2023-07-28
484,Kenneth Hernandez,"082 Jane Stream Apt. 258, Michaelshire, AL 09708",001-513-774-9436x62740,commercial,2023-11-18
485,Kent PLC,"Unit 3095 Box 9152, DPO AA 00655",+1-690-805-9922,commercial,2023-12-13
486,"Gallagher, Sheppard and Tran","950 Taylor Knoll Suite 817, Romeromouth, MD 39117",(884)462-7159,residential,2025-03-27
487,Kramer Ltd,"9748 Hunt Pines Suite 505, West Jeff, WV 76682",7366436543,commercial,2024-09-20
488,Stone Group,"74327 Mercer Grove Suite 512, Port Jordanmouth, OH 20531",6225913690,commercial,2024-10-07
489,Berry LLC,"93836 Cooley Lodge Apt. 632, East Mark, AK 13471",(476)471-6370x706,residential,2024-01-13
490,Terrell-Brewer,"191 Tracey Run, Wilsonside, WI 03303",(819)723-0732,commercial,2023-10-31
491,Stephanie Joseph,"4382 Kathryn Brook, Loriton, MA 20311",(269)840-3299,commercial,2024-10-17
492,Lewis Ltd,"43144 Mccarthy Fort, Daltonborough, WV 56795",895-392-8510,commercial,2023-11-27
493,Angelica Roman,"89182 Martinez Plains Suite 824, Jennifermouth, TX 64139",(280)511-1757,residential,2024-07-15
494,Christopher Park,"3550 Aaron Island Suite 907, Baileyview, NE 93020",259-639-8958x23881,residential,2023-12-06
495,Lucas-Tran,"1161 King Spurs, Olsonshire, MT 81649",001-456-402-7355x8030,residential,2025-04-08
496,Gary Davis,"USCGC Patrick, FPO AP 05581",(487)781-0768,residential,2024-07-03
497,Jasmine Ware,"04502 Kari Hollow Suite 659, Davilaside, TN 89673",001-749-899-0889x139,commercial,2024-10-23
498,Mr. David Jones Jr.,"7772 Nguyen Villages, Rodriguezside, WV 20997",240.865.2948,commercial,2024-07-17
499,"Peterson, Harrell and Wall","589 Tyler Parks Apt. 390, Fieldsstad, NC 67447",4958896630,residential,2024-04-04
500,Boyle and Sons,"403 Lee Ports Suite 084, Fernandezton, VT 51512",+1-644-825-3449x60498,commercial,2024-05-08
